marque_voiture;id_voiture;modele_voiture;constructor_code;year_start;year_end;car_type ;car_code;AVTS;PONT;firstrow;secondrow;carboot
CITROEN ;588;CITROEN C- CROSSER  -  5 Places;;01/09/2007;01/01/2013;4X4;CIT190;Oui;Oui;Oui;Non;Oui
CITROEN ;589;CITROEN C- CROSSER  -  7 Places;;01/09/2007;01/01/2013;4X4;CIT195;Oui;Oui;Oui;Oui;Oui
CITROEN ;590;CITROEN C-ZERO;electrique;01/10/2010;01/09/2020;Berline;CIT196;Oui;Non;Oui;Non;Oui
CITROEN ;591;CITROEN CX;;01/07/1974;01/01/1989;Berline;CIT200;Oui;Oui;Oui;Non;Oui
CITROEN ;592;CITROEN CX;;01/12/1975;01/01/1991;Break;CIT200;Oui;Oui;Oui;Non;Non
CITROEN ;593;CITROEN DS  boite auto;;01/01/1956;01/12/1975;Berline;CIT205;Oui;Oui;Non;Non;Oui
CITROEN ;594;CITROEN DS  boite manuel(boite hydrolyque);;01/01/1956;01/12/1975;Berline;CIT206;Oui;Oui;Non;Non;Oui
CITROEN ;595;CITROEN DS  sp5 boite manuel(boite hydrolyque);;01/01/1971;01/12/1975;Berline;CIT207;Oui;Oui;Non;Non;Non
CITROEN ;596;CITROEN DS  boite auto;;01/01/1956;01/12/1975;Break;CIT210;Oui;Oui;Non;Non;Oui
CITROEN ;597;CITROEN ID    boite auto;;01/01/1956;01/12/1975;Berline;CIT205;Oui;Oui;Non;Non;Oui
CITROEN ;598;CITROEN ID    boite auto;;01/01/1966;01/08/1975;Break;CIT210;Oui;Oui;Non;Non;Oui
CITROEN ;599;CITROEN DS 3;A55;01/01/2010;à ce jour;Berline;CIT215;Oui;Oui;Oui;Non;Oui
CITROEN ;600;CITROEN DS 3 phase2;A55;01/05/2014;à ce jour;Berline;CIT215;Oui;Oui;Oui;Non;Oui
CITROEN ;601;CITROEN DS 3;A56;01/02/2013;à ce jour;Cabriolet;CIT220;Oui;Oui;Oui;Non;Oui
CITROEN ;602;CITROEN DS 3 phase2;A56;01/05/2014;à ce jour;Cabriolet;CIT220;Oui;Oui;Oui;Non;Oui
CITROEN ;603;CITROEN DS 4;;01/04/2011;01/10/2015;Berline;CIT225;Oui;Oui;Oui;Non;Oui
CITROEN ;604;CITROEN DS 4;;01/02/2021;à ce jour;Berline;CIT226;Oui;Oui;Oui;Non;Oui
CITROEN ;605;CITROEN DS 5;;01/10/2011;à ce jour;Berline;CIT230;Oui;Oui;Oui;Non;Oui
CITROEN ;606;CITROEN DS 7;;01/01/2018;à ce jour;CROSSBACK;CIT231;Oui;Oui;Oui;Non;Oui
CITROEN ;607;CITROEN DS 7 HYDRID;HYBRIDE;01/02/2020;à ce jour;CROSSBACK;CIT232;Oui;Oui;Non;Non;Oui
CITROEN ;608;CITROEN DYANE;;01/09/1967;01/07/1983;Berline;CIT233;Oui;Oui;Non;Non;Non
CITROEN ;609;CITROEN EVASION;;01/03/1994;01/09/1998;G Monospace;CIT235;Oui;Non;Non;Non;Oui
CITROEN ;610;CITROEN EVASION       phase 2;FL;01/10/1998;01/05/2002;G Monospace;CIT235;Oui;Non;Non;Non;Oui
CITROEN ;611;CITROEN GS;;01/09/1970;01/06/1980;Berline;CIT236;Oui;Non;Oui;Non;Non
CITROEN ;612;CITROEN JUMPER 1;;01/02/1994;01/12/2001;G Utilitaire;CIT240;Oui;Non;Non;Non;Non
CITROEN ;613;CITROEN JUMPER  2;;01/01/2002;01/06/2006;G Utilitaire;CIT250;Oui;Non;Non;Non;Non
CITROEN ;614;CITROEN JUMPER 3  phase 1-2;;01/07/2006;01/02/2014;G Utilitaire;CIT255;Oui;Non;Non;Non;Non
CITROEN ;615;CITROEN JUMPER  3  phase:3 ;;01/03/2014;à ce jour;G Utilitaire;CIT256;Oui;Non;Non;Non;Non
CITROEN ;616;CITROEN JUMPY 1;;01/09/1995;01/12/2003;G Utilitaire;CIT260;Oui;Non;Non;Non;Non
CITROEN ;617;CITROEN JUMPY 1    phase  2;;01/01/2004;01/12/2006;G Utilitaire;CIT260;Oui;Non;Non;Non;Non
CITROEN ;618;CITROEN JUMPY  1;;01/09/1995;01/12/2006;Monospace;CIT265;Oui;Non;Non;Non;Oui
CITROEN ;619;CITROEN JUMPY 2    phase 1     1Siège + 1Banquette  (sans fixation);;01/01/2007;01/06/2016;G Utilitaire;CIT270;Oui;Non;Non;Non;Non
CITROEN ;620;CITROEN JUMPY  2 COURT  ;;01/01/2007;01/06/2016;Monospace;CIT275;Oui;Oui;Non;Oui;Oui
CITROEN ;621;CITROEN JUMPY  2 LONG;;01/01/2007;01/06/2016;Monospace;CIT280;Oui;Oui;Non;Oui;Oui
CITROEN ;622;CITROEN JUMPY 2     1Siège + 1Banquette  (fixations ronde) ;;01/01/2007;01/06/2016;G Utilitaire;CIT285;Oui;Non;Non;Non;Non
CITROEN ;623;CITROEN JUMPY 3 (utilitaire)    fix: ronde ( voir spacetourer pour mono );;01/05/2016;à ce jour;G Utilitaire;CIT286;Oui;Non;Non;Non;Non
CITROEN ;624;CITROEN JUMPY 3 (utilitaire)    fix: ovale ( voir spacetourer pour mono );;01/05/2016;à ce jour;G Utilitaire;CIT287;Oui;Non;Non;Non;Non
CITROEN ;625;CITROEN LN;;08/09/1976;08/07/1979;Berline;CIT288;Oui;Oui;Oui;Non;Oui
CITROEN ;626;CITROEN LNA;;31/10/1978;08/12/1986;Berline;CIT288;Oui;Oui;Oui;Non;Oui
CITROEN ;627;CITROEN NEMO (avants seuls);;01/12/2007;01/01/2018;P Utilitaire;CIT290;Oui;Non;Non;Non;Non
CITROEN ;628;CITROEN NEMO  ;;01/12/2007;01/01/2018;Berline;CIT295;Oui;Oui;Oui;Non;Oui
CITROEN ;629;CITROEN XSARA PICASSO(sans trappes arriére);;01/12/1999;01/12/2010;Monovolume;CIT305;Oui;Oui;Oui;Non;Oui
CITROEN ;630;CITROEN XSARA PICASSO(sans trappes arriére)  fixation d'origine;;01/01/2008;01/12/2010;Monovolume;CIT315;Oui;Oui;Oui;Non;Oui
CITROEN ;631;CITROEN SAXO;;01/03/1996;01/08/1999;Berline;CIT320;Oui;Oui;Oui;Non;Oui
CITROEN ;632;CITROEN SAXO;;01/09/1999;05/05/2005;Berline;CIT325;Oui;Oui;Oui;Non;Oui
CITROEN ;633;CITROEN   SM;;01/03/1970;01/12/1975;Coupé;CIT330;Oui;Non;Oui;Non;Non
CITROEN ;634;CITROEN VISA;;01/10/1978;01/12/1988;Berline;CIT333;Oui;Oui;Non;Non;Non
CITROEN ;635;CITROEN XANTIA;X1;01/03/1993;01/12/1997;Berline;CIT335;Oui;Oui;Oui;Non;Oui
CITROEN ;636;CITROEN XANTIA;X1;01/12/1997;01/05/2002;Berline;CIT335;Oui;Oui;Oui;Non;Oui
CITROEN ;637;CITROEN XANTIA;X1;01/03/1993;01/12/1997;Break;CIT340;Oui;Oui;Oui;Non;Oui
CITROEN ;638;CITROEN XANTIA;X1;01/12/1997;01/05/2002;Break;CIT340;Oui;Oui;Oui;Non;Oui
CITROEN ;639;CITROEN XM;Y3;01/05/1989;01/06/1994;Berline;CIT345;Oui;Oui;Oui;Non;Oui
CITROEN ;640;CITROEN XM  phase  2;Y3;01/07/1994;01/07/2001;Berline;CIT345;Oui;Oui;Oui;Non;Oui
CITROEN ;641;CITROEN XM;Y3;01/09/1991;01/06/1994;Break;CIT350;Oui;Oui;Oui;Non;Non
CITROEN ;642;CITROEN XM  phase  2;Y3;01/07/1994;01/03/2000;Break;CIT350;Oui;Oui;Oui;Non;Non
CITROEN ;643;CITROEN XSARA;N1;01/07/1997;01/08/2000;Berline;CIT355;Oui;Oui;Oui;Non;Oui
CITROEN ;644;CITROEN XSARA     phase2;N1;01/09/2000;01/01/2005;Berline;CIT355;Oui;Oui;Oui;Non;Oui
CITROEN ;645;CITROEN XSARA;N2;01/03/1998;01/08/2000;Break;CIT360;Oui;Oui;Oui;Non;Oui
CITROEN ;646;CITROEN XSARA     phase2;N2;01/09/2000;01/08/2005;Break;CIT360;Oui;Oui;Oui;Non;Oui
CITROEN ;647;CITROEN XSARA;N0;01/01/1998;01/08/2000;Coupé;CIT365;Oui;Oui;Oui;Non;Oui
CITROEN ;648;CITROEN XSARA     phase2;N0;01/09/2000;01/01/2005;Coupé;CIT365;Oui;Oui;Oui;Non;Oui
CITROEN ;649;CITROEN ZX;N2;01/03/1991;01/07/1998;Berline;CIT370;Oui;Oui;Oui;Non;Oui
CITROEN ;650;CITROEN ZX;N2;01/02/1994;01/07/1998;Break;CIT375;Oui;Oui;Oui;Non;Oui
CITROEN ;651;CITROEN E-MEHARI      HARD-TOP;restylé 01-2018;01/04/2016;à ce jour;BERLINE;CIT380;Oui;Oui;Oui;Non;Oui
CITROEN ;652;CITROEN DS3 CROSSBACK;;01/04/2019;à ce jour;SUV;CIT385;Oui;Oui;Oui;Non;Oui
CITROEN ;653;CITROEN SPACE TOURER COURT;  fix: ovale;01/03/2016;à ce jour;Monospace;CIT390;Oui;Oui;Non;Non;Oui
CITROEN ;654;CITROEN SPACE TOURER STANDARD;  fix: ovale;01/03/2016;à ce jour;Monospace;CIT391;Oui;Oui;Non;Non;Oui
CITROEN ;655;CITROEN SPACE TOURER LONG;  fix: ovale;01/03/2016;à ce jour;Monospace;CIT392;Oui;Oui;Non;Non;Oui
CITROEN ;656;CITROEN DS 9      (essence+esssnce hybrid+essence hybrid 4X4 );X83;01/02/2021;à ce jour;Berline;CIT395;Oui;Non;Oui;Non;Oui
CITROEN ;657;CITROEN  C5 X;E43;01/09/2021;à ce jour;SUV;CIT400;Oui;Oui;Oui;Non;Oui
CORVETTE;658;CORVETTE STINGRAY;C3;01/01/1968;31/12/1982;coupé;COR05;Oui;Non;Non;Non;Oui
CUPRA;659;CUPRA FORMENTOR;;01/07/2020;à ce jour;SUV;CUP10;Oui;Non;Oui;Non;Oui
CUPRA;660;CUPRA FORMENTOR  e HYBRID;;01/07/2020;à ce jour;SUV;CUP15;Oui;Non;Oui;Non;Oui
CUPRA;661;CUPRA LEON;;01/09/2020;à ce jour;Berline;CUP20;Oui;Non;Oui;Non;Oui
CUPRA;662;CUPRA LEON      e HYBRID;;01/09/2020;à ce jour;Berline;CUP25;Oui;Non;Oui;Non;Oui
DACIA;663;DACIA DOKKER;;01/09/2012;à ce jour;Monovolume;DAC10;Oui;Oui;Oui;Non;Oui
DACIA;664;DACIA DOKKER;;01/09/2012;à ce jour;utilitaire;DAC10;Oui;Non;Non;Non;Non
DACIA;665;DACIA DUSTER  (attention entraxes des fixations 26 cm);;01/03/2010;01/11/2013;4X4;DAC15;Oui;Oui;Oui;Non;Oui
DACIA;666;DACIA DUSTER  (attention entraxes des fixations 21.5 cm);;01/03/2010;01/11/2013;4X4;DAC16;Oui;Oui;Oui;Non;Oui
DACIA;667;DACIA DUSTER  (attention entraxes des fixations 26 cm);phase2;01/10/2013;01/11/2017;4X4;DAC15;Oui;Oui;Oui;Non;Oui
DACIA;668;DACIA DUSTER  (attention entraxes des fixations 21.5 cm);phase2;01/10/2013;01/11/2017;4X4;DAC16;Oui;Oui;Oui;Non;Oui
DACIA;669;DACIA DUSTER II (attention entraxes des fixations 21.5 cm);;01/11/2017;01/06/2021;4X4;DAC17;Oui;Oui;Oui;Non;Oui
DACIA;670;DACIA DUSTER II  (attention entraxes des fixations 21.5 cm);phase2;01/06/2021;à ce jour;4X4;DAC17;Oui;Oui;Oui;Non;Oui
DACIA;671;DACIA LODGY - 5 places  (phase1);;01/04/2012;01/01/2017;Break;DAC20;Oui;Oui;Oui;Non;Oui
DACIA;672;DACIA LODGY - 7 places (phase1);;01/04/2012;01/01/2017;Monovolume;DAC25;Oui;Oui;Oui;Oui;Oui
DACIA;673;DACIA LODGY - 7 places (phase2);restylé;01/01/2017;à ce jour;Monovolume;DAC26;Oui;Oui;Oui;Oui;Oui
DACIA;674;DACIA LOGAN  1;;01/09/2004;01/11/2012;Berline;DAC30;Oui;Oui;Oui;Non;Oui
DACIA;675;DACIA LOGAN  1;;01/10/2006;01/11/2012;fourgon;DAC30;Oui;Oui;Oui;Non;Oui
DACIA;676;DACIA LOGAN  2;;01/01/2013;01/12/2016;Berline;DAC35;Oui;Oui;Oui;Non;Oui
DACIA;677;DACIA LOGAN  2  phase 2;;01/01/2017;à ce jour;Berline;DAC35;Oui;Oui;Oui;Non;Oui
DACIA;678;DACIA LOGAN  1  PICK UP;;01/01/2008;01/11/2012;Berline;DAC40;Oui;Non;Non;Non;Non
DACIA;679;DACIA LOGAN  2  PICK UP;;01/01/2013;à ce jour;Berline;DAC45;Oui;Non;Non;Non;Non
DACIA;680;DACIA LOGAN 1 MCV - 5 places;;01/10/2006;01/11/2012;Break;DAC50;Oui;Oui;Oui;Non;Oui
DACIA;681;DACIA LOGAN 2 MCV - 5 places;;01/09/2013;01/12/2016;Break;DAC55;Oui;Oui;Oui;Non;Oui
DACIA;682;DACIA LOGAN 2 MCV - 5 places  phase 2;;01/01/2017;à ce jour;Break;DAC56;Oui;Oui;Oui;Non;Oui
DACIA;683;DACIA LOGAN 1 MCV - 7 places;;01/10/2006;01/11/2012;Break;DAC60;Oui;Oui;Oui;Oui;Oui
DACIA;684;DACIA SANDERO 1;;01/06/2008;01/10/2012;Berline;DAC65;Oui;Oui;Oui;Non;Oui
DACIA;685;DACIA SANDERO 1   STEPWAY;;01/06/2008;01/10/2012;4X4;DAC70;Oui;Oui;Oui;Non;Oui
DACIA;686;DACIA SANDERO 2;;01/10/2012;01/12/2016;Berline;DAC75;Oui;Oui;Oui;Non;Oui
DACIA;687;DACIA SANDERO 2 phase II;restylé;01/10/2016;01/12/2020;Berline;DAC76;Oui;Oui;Oui;Non;Oui
DACIA;688;DACIA SANDERO 3;;01/01/2021;à ce jour;Berline;DAC77;Oui;Oui;Oui;Non;Oui
DACIA;689;DACIA SANDERO 2   STEPWAY;;01/10/2012;01/12/2016;4x4;DAC80;Oui;Oui;Oui;Non;Oui
DACIA;690;DACIA SANDERO 2 phase II  STEPWAY;restylé;01/10/2016;01/12/2020;4x4;DAC81;Oui;Oui;Oui;Non;Oui
DACIA;691;DACIA SANDERO 3  STEPWAY;;01/01/2021;à ce jour;Berline;DAC77;Oui;Oui;Oui;Non;Oui
DACIA;692;DACIA SPRING  Electrique;BBG;01/03/2021;à ce jour;Berline;DAC85;Oui;Non;Oui;Non;Oui
DAEWOO;693;DAEWOO ESPERO;;01/09/1993;01/05/1999;Berline;DAW10;Oui;Oui;Non;Non;Oui
DAEWOO;694;DAEWOO KALOS;T200;01/09/2002;01/07/2005;Berline;DAW15;Oui;Oui;Oui;Non;Oui
DAEWOO;695;DAEWOO KORANDO;KJ;01/02/1999;01/07/2005;4X4;DAW20;Oui;Oui;Oui;Non;Oui
DAEWOO;696;DAEWOO LANOS  3et5P;T100;01/09/1997;01/07/2005;Berline;DAW25;Oui;Oui;Oui;Non;Non
DAEWOO;697;DAEWOO LANOS  4P;T100;01/09/1997;01/07/2005;Berline;DAW25;Oui;Oui;Oui;Non;Non
DAEWOO;698;DAEWOO LEGANZA;V100;01/09/1997;01/01/2003;Berline;DAW30;Oui;Oui;Non;Non;Non
DAEWOO;699;DAEWOO MATIZ;M100;01/07/1998;01/09/2000;Berline;DAW35;Oui;Non;Oui;Non;Oui
DAEWOO;700;DAEWOO MATIZ;FL(M100);01/10/2000;01/01/2005;Berline;DAW35;Oui;Non;Oui;Non;Oui
DAEWOO;701;DAEWOO MUSSO;;01/01/1999;01/07/2005;4X4;DAW40;Oui;Non;Oui;Non;Oui
DAEWOO;702;DAEWOO NEXIA;;01/03/1995;01/06/2008;Berline;DAW45;Oui;Oui;Non;Non;Non
DAEWOO;703;DAEWOO RACER;;01/03/1995;01/06/2008;Berline;DAW45;Oui;Oui;Non;Non;Non
DAEWOO;704;DAEWOO HEAVEN;;01/03/1995;01/06/2008;Berline;DAW45;Oui;Oui;Non;Non;Non
DAEWOO;705;DAEWOO NUBIRA 5P;J100;01/09/1997;01/05/1999;Berline;DAW50;Oui;Oui;Oui;Non;Oui
DAEWOO;706;DAEWOO NUBIRA  4p;J100;01/09/1997;01/05/1999;Berline;DAW50;Oui;Oui;Oui;Non;Non
DAEWOO;707;DAEWOO NUBIRA;J100;01/09/1997;01/05/1999;Breack;DAW51;Oui;Oui;Oui;Non;Oui
DAEWOO;708;DAEWOO NUBIRA 5P;J150;01/06/1999;01/06/2003;Berline;DAW50;Oui;Oui;Oui;Non;Oui
DAEWOO;709;DAEWOO NUBIRA  4p;J150;01/06/1999;01/06/2003;Berline;DAW50;Oui;Oui;Oui;Non;Non
DAEWOO;710;DAEWOO NUBIRA;J150;01/06/1999;01/09/2004;Breack;DAW51;Oui;Oui;Oui;Non;Oui
DAEWOO;711;DAEWOO NUBIRA  4p;J200;01/07/2003;01/07/2005;Berline;DAW52;Oui;Oui;Oui;Non;Non
DAEWOO;712;DAEWOO NUBIRA;J200;01/10/2004;01/07/2005;Breack;DAW53;Oui;Oui;Oui;Non;Oui
DAEWOO;713;DAEWOO REZZO;U100;01/04/2000;01/07/2005;Monovolume;DAW55;Oui;Oui;Oui;Non;Oui
DAEWOO;714;DAEWOO TACUMA;U100;01/06/2000;01/07/2005;Monovolume;DAW55;Oui;Oui;Oui;Non;Oui
DAIHATSU;715;DAIHATSU CHARADE 3/5p hatchback ;;01/03/1993;01/03/2001;Berline;DAH10;Oui;Non;Oui;Non;Non
DAIHATSU;716;DAIHATSU CHARADE 4p;;01/03/1993;01/03/2001;Berline;DAH10;Oui;Non;Oui;Non;Non
DAIHATSU;717;DAIHATSU COPEN ;;01/06/2003;01/02/2006;Coupé/Cabriolet;DAH15;Oui;Non;Non;Non;Non
DAIHATSU;718;DAIHATSU COPEN ;;01/03/2006;01/07/2012;Coupé/Cabriolet;DAH15;Oui;Non;Non;Non;Non
DAIHATSU;719;DAIHATSU CUORE  6éme;L251;01/04/2003;01/08/2007;Berline;DAH20;Oui;Oui;Oui;Non;Oui
DAIHATSU;720;DAIHATSU CUORE  7éme;L276;01/04/2007;01/11/2013;Berline;DAH25;Oui;Oui;Oui;Non;Non
DAIHATSU;721;DAIHATSU FEROZA;;01/10/1988;01/12/1997;4X4;DAH30;Oui;Oui;Non;Non;Non
DAIHATSU;722;DAIHATSU GRAN MOVE;;01/08/1996;01/07/2002;4X4;DAH35;Oui;Oui;Non;Non;Oui
DAIHATSU;723;DAIHATSU MATERIA     M 401-M402-M412;;01/09/2006;01/11/2013;Berline;DAH40;Oui;Oui;Oui;Non;Oui
DAIHATSU;724;DAIHATSU MOVE;L601;01/01/1997;01/03/1999;4X4;DAH45;Oui;Oui;Oui;Non;Oui
DAIHATSU;725;DAIHATSU MOVE;L901;01/04/1999;01/09/2002;4X4;DAH50;Oui;Oui;Non;Non;Oui
DAIHATSU;726;DAIHATSU ROCKY-COURT;;01/04/1984;01/06/2001;4X4;DAH55;Oui;Oui;Non;Non;Non
DAIHATSU;727;DAIHATSU SIRION 2;;01/02/2005;01/01/2013;Berline;DAH60;Oui;Oui;Oui;Non;Oui
DAIHATSU;728;DAIHATSU TERIOS 1;;01/03/1997;01/04/2006;4X4;DAH65;Oui;Oui;Oui;Non;Oui
DAIHATSU;729;DAIHATSU TERIOS 2;;01/05/2006;01/01/2013;4X4;DAH70;Oui;Oui;Oui;Non;Oui
DAIHATSU;730;DAIHATSU TREVIS;;01/09/2006;01/11/2013;Berline;DAH75;Oui;Oui;Oui;Non;Oui
DAIMLER;731;DAIMLER V12 ou DOUBLE SIX;;01/01/1973;01/10/2002;Berline;DAI05;Oui;Non;Oui;Non;Oui
FACEL ;732;VEGA FACEL III;type FB;01/01/1963;31/12/1964;Coupé;FAC10;Oui;Non;Non;Non;Non
FERRARI ;733;FERRARI 308 GTB,GTS,GTBi,GTSi et quattrovalvole;;01/08/1973;01/10/1985;Coupé/Cabriolet;FER10;Oui;Non;Non;Non;Non
FERRARI ;734;FERRARI 328 GTB;;01/10/1985;01/09/1989;Coupé;FER15;Oui;Non;Non;Non;Non
FERRARI ;735;FERRARI 328 GTS;;01/10/1985;01/09/1989;Cabriolet;FER20;Oui;Non;Non;Non;Non
FERRARI ;736;FERRARI 348 TS/TB;;01/08/1990;01/12/1995;Coupé/Cabriolet;FER25;Oui;Non;Non;Non;Non
FERRARI ;737;FERRARI F355    AVG fixation de droit positionà 13cm du bord ;;01/05/1994;01/03/1999;Coupé/Cabriolet;FER30;Oui;Non;Non;Non;Non
FERRARI ;738;FERRARI F355    AVG fixation de droit positionà 9,5cm du bord ;;01/05/1994;01/03/1999;Coupé/Cabriolet;FER31;Oui;Non;Non;Non;Non
FERRARI ;739;FERRARI 360 Modena;;01/03/1999;01/03/2005;Coupé;FER35;Oui;Non;Non;Non;Non
FERRARI ;740;FERRARI 360 SPIDER;;01/03/1999;01/03/2005;Cabriolet;FER35;Oui;Non;Non;Non;Non
FERRARI ;741;FERRARI 458;;01/09/2009;à ce jour;Coupé;FER40;Oui;Non;Non;Non;Non
FERRARI ;742;FERRARI 458 spider;;01/09/2011;à ce jour;spider/cabriolet;FER40;Oui;Non;Non;Non;Non
FERRARI ;743;FERRARI 512 TR  (testarossa );;01/01/1980;01/12/1996;Coupé;FER45;Oui;Non;Non;Non;Non
FERRARI ;744;FERRARI 550 Maranello;;01/09/1996;à ce jour;Coupé;FER50;Oui;Non;Non;Non;Non
FERRARI ;745;FERRARI 612 SCAGLIETTI;;01/04/2004;01/06/2011;Coupé;FER55;Oui;Non;Oui;Non;Oui
FERRARI ;746;FERRARI DINO 308 GT4 et 208 GT4;;01/08/1973;01/10/1985;Coupé;FER60;Oui;Non;Oui;Non;Non
FERRARI ;747;FERRARI DINO (206/246) GT/GTS;;01/02/1969;01/10/1973;Coupé;FER65;Oui;Non;Oui;Non;Non
FERRARI ;748;FERRARI F430  coupe/spider;;01/10/2004;à ce jour;Coupé/Cabriolet;FER70;Oui;Non;Non;Non;Oui
FERRARI ;749;FERRARI Mondial 8;;01/03/1980;01/09/1994;Coupé;FER75;Oui;Non;Oui;Non;Non
FERRARI ;750;FERRARI Mondial T;;01/01/1989;31/12/1993;Coupé;FER80;Oui;Non;Oui;Non;Non
FIAT;751;FIAT 124 SPIDER;348;01/06/2016;à ce jour;Coupé;FIA11;OUI;Non;Non;Non;Oui
FIAT;752;FIAT 126;;01/10/1972;01/12/1999;Berline;FIA10;Oui;Non;Oui;Non;Non
FIAT;753;FIAT 127;X1/4;01/10/1972;01/12/1999;Berline;FIA15;Oui;Oui;Non;Non;Non
FIAT;754;FIAT 128;;01/03/1966;01/08/1981;Berline;FIA20;Oui;Non;Oui;Non;Non
FIAT;755;FIAT 131;;01/11/1974;01/01/1985;Berline;FIA25;Oui;Non;Oui;Non;Non
FIAT;756;FIAT 500      de 1956à1972, jusque 06-2007;;01/01/1957;01/01/1976;Berline;FIA65;Oui;Oui;Oui;Non;Non
FIAT;757;FIAT 500  ;;01/07/2007;01/06/2012;Coupé;FIA30;Oui;Oui;Oui;Non;Oui
FIAT;758;FIAT 500  C;;01/06/2009;01/06/2012;Cabriolet;FIA30;Oui;Oui;Oui;Non;Oui
FIAT;759;FIAT 500  ;;01/07/2007;01/06/2012;Abarth;FIA30;Oui;Oui;Oui;Non;Oui
FIAT;760;FIAT 500  ;;01/07/2012;à ce jour;Coupé;FIA35;Oui;Oui;Oui;Non;Oui
FIAT;761;FIAT 500  C;;01/07/2012;à ce jour;Cabriolet;FIA35;Oui;Oui;Oui;Non;Oui
FIAT;762;FIAT 500  ;;01/07/2012;à ce jour;Berline;FIA35;Oui;Oui;Oui;Non;Oui
FIAT;763;FIAT 500  ;;01/01/2013;à ce jour;Abarth;FIA35;Oui;Oui;Oui;Non;Oui
FIAT;764;FIAT 500  electrique;;01/08/2020;à ce jour;Berline;FIA36;Oui;Oui;Oui;Non;Oui
FIAT;765;FIAT 500 L;;01/10/2012;01/06/2017;Berline;FIA40;Oui;Oui;Oui;Non;Oui
FIAT;766;FIAT 500 L(nouvelle fixation fiat);restylé;01/07/2017;à ce jour;Berline;FIA41;Oui;Oui;Oui;Non;Oui
FIAT;767;FIAT 500 X;;01/11/2014;à ce jour;suv;FIA43;Oui;Oui;Oui;Non;Oui
FIAT;768;FIAT 500 X    2018;FL;27/09/2018;à ce jour;suv;FIA44;Oui;Oui;Oui;Non;Oui
FIAT;769;FIAT BARCHETTA  ;183;01/05/1995;01/06/2003;Coupé;FIA45;Oui;Non;Non;Non;Non
FIAT;770;FIAT BARCHETTA  ;183;01/07/2003;01/06/2006;Coupé;FIA45;Oui;Non;Non;Non;Non
FIAT;771;FIAT BARCHETTA  (avec bute au niveau pedale accelerateur);183;01/07/2003;01/06/2006;Coupé;FIA46;Oui;Non;Non;Non;Non
FIAT;772;FIAT BRAVO;182;01/06/1995;01/09/1998;Berline;FIA50;Oui;Oui;Oui;Non;Oui
FIAT;773;FIAT BRAVO;FL(182);01/10/1998;01/03/2002;Berline;FIA55;Oui;Oui;Oui;Non;Non
FIAT;774;FIAT BRAVA;182;01/06/1995;01/09/1998;Berline;FIA50;Oui;Oui;Oui;Non;Non
FIAT;775;FIAT BRAVA;FL(182);01/10/1998;01/03/2002;Berline;FIA55;Oui;Oui;Oui;Non;Non
FIAT;776;FIAT BRAVO;198;01/02/2007;01/12/2009;Berline;FIA60;Oui;Oui;Oui;Non;Oui
FIAT;777;FIAT BRAVO;FL (198);01/01/2010;28/07/2014;Berline;FIA60;Oui;Oui;Oui;Non;Oui
FIAT;778;FIAT CINQUECENTO;170;01/01/1992;01/02/1998;Berline;FIA65;Oui;Oui;Oui;Non;Non
FIAT;779;FIAT COUPE;PC;01/11/1993;01/09/1996;Coupé;FIA70;Oui;Oui;Oui;Non;Non
FIAT;780;FIAT COUPE;PX;01/07/1996;01/09/2000;Coupé;FIA70;Oui;Oui;Oui;Non;Non
FIAT;781;FIAT CROMA;154;01/10/1985;01/12/1990;Berline;FIA75;Oui;Oui;Oui;Non;Oui
FIAT;782;FIAT CROMA;FL90 (154);01/01/1991;01/12/1996;Berline;FIA75;Oui;Oui;Oui;Non;Oui
FIAT;783;FIAT CROMA II;194-294;01/06/2005;01/10/2007;Berline;FIA80;Oui;Oui;Oui;Non;Oui
FIAT;784;FIAT CROMA II;194-294;01/10/2007;28/01/2011;Berline;FIA80;Oui;Oui;Oui;Non;Oui
FIAT;785;FIAT DUCATO 2;230-231-232;01/06/1994;01/02/2002;G Utilitaire;FIA85;Oui;Non;Non;Non;Non
FIAT;786;FIAT DUCATO 2 phase 2;;01/01/2002;01/05/2006;G Utilitaire;FIA90;Oui;Non;Non;Non;Non
FIAT;787;FIAT DUCATO 3 phase:1-2 ;;01/07/2006;01/05/2014;G Utilitaire;FIA95;Oui;Non;Non;Non;Non
FIAT;788;FIAT DUCATO 3  phase:3;;01/06/2014;à ce jour;G Utilitaire;FIA96;Oui;Non;Non;Non;Non
FIAT;789;FIAT DOBLO 5 Places;223;01/10/2000;28/02/2010;Monovolume;FIA100;Oui;Oui;Oui;Non;Oui
FIAT;790;FIAT DOBLO Familly 7 Places;223;01/10/2000;28/02/2010;Monovolume;FIA105;Oui;Oui;Oui;Oui;Oui
FIAT;791;FIAT DOBLO  5 Places;263;01/01/2010;28/02/2015;Monovolume;FIA110;Oui;Oui;Oui;Non;Oui
FIAT;792;FIAT DOBLO  5 Places  III phase2;263;01/11/2014;à ce jour;Monovolume;FIA112;Oui;Oui;Oui;Non;Oui
FIAT;793;FIAT DOBLO 7 Places;263;01/01/2010;28/02/2015;Monovolume;FIA120;Oui;Oui;Oui;Oui;Oui
FIAT;794;FIAT IDEA;;01/10/2003;01/06/2007;Monovolume;FIA125;Oui;Oui;Oui;Non;Oui
